property_name,square_feet,transaction,status,furnishing,facing,description,price_per_sqft,price_lakhs,floor_number,total_floors,area_name,property_type
"3 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",1738.0,New Property,Ready to Move,Unfurnished,East,Nakshatra nebula 3bhk flat sale near New D mart Canal Road Palanpur JahagirabadRead more,3526.0,61.3,9.0,13.0,Super,Area
"4 BHK Penthouse for Sale in Sattvam, Pal Surat",3240.0,Unfurnished,Poss. by Mar '25,Sattvam,Unknown,"Penthouse for Sale in Pal, Surat. Covered area is 3240.0  Sq-ft. This property belongs to ""Sattvam"" .Read more",4600.0,149.0,,,Super,Area
"3 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",2362.0,Unfurnished,Poss. by Dec '26,Sangini Epitome,Unknown,"Multistorey Apartment for Sale in Bhatha, Surat. Covered area is 2362.0  Sq-ft. This property belongs to ""Sangini Epitome"" .Read more",4750.0,112.00000000000001,,,Super,Area
"3 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",2362.0,Unfurnished,Poss. by Feb '26,Sangini Epitome,Unknown,"Multistorey Apartment for Sale in Bhatha, Surat. Covered area is 2362.0  Sq-ft. This property belongs to ""Sangini Epitome"" .Read more",4750.0,112.00000000000001,,,Super,Area
3 BHK Apartment for Sale in Vesu Surat,1265.0,New Property,Poss. by Apr '27,Unfurnished,East,purely 3bhk apartment in Vesu Area with all luxurious amenities,5500.0,126.0,5.0,13.0,Carpet,Area
3 BHK Apartment for Sale in Pal Surat,2270.0,New Property,Poss. by Jun '26,Unfurnished,East,"This super luxurious 3 BHK flat is right in the center of the PAL area, offering all sorts of fancy amenities like a jacuzzi and more. Everything is designed to feel luxurious, with amenities placed at podium level. Plus, it has the best floor plan compared to other places nearby. Get ready to live in style and comfort in this topnotch residence.Read more",5850.0,132.0,8.0,20.0,Super,Area
3 BHK Apartment for Sale in Vesu Surat,2578.0,New Property,Poss. by Jul '24,Unfurnished,East,Luxurious Flat For Sell With Prime Location And Ultra Luxurious Aminities .Read more,5818.0,150.0,8.0,13.0,Super,Area
3 BHK Apartment for Sale in Dumas Road Surat,3000.0,New Property,Poss. by Dec '24,Unfurnished,Unknown,3 bhk luxurious flat for sell in dumas roadarea with all aminities.Read more,4500.0,135.0,6.0,12.0,Super,Area
3 BHK Apartment for Sale in Pal Surat,2200.0,New Property,Poss. by May '25,Unfurnished,East,3 BHK Flat For Sell In Surat Citys Pal Prime Area.,5000.0,110.00000000000001,4.0,13.0,Super,Area
4 BHK Apartment for Sale in Pal Surat,1600.0,New Property,Poss. by Dec '25,Unfurnished,Unknown,"we strive to create memorable and personalized housing options that differentiate themselves from the typical largescale development. Our dedication to craftsmanship and customisation is reflected in everything that goes into our homes. We want these unique touches to be at the core of the experience for all of our clients. Together with our customers, we strive to design beautiful, inspiring homes that serve their needs.Read more",3751.0,107.0,3.0,13.0,Carpet,Area
4 BHK Apartment for Sale in Pal Surat,1503.0,New Property,Poss. by Dec '25,Unfurnished,East,"Check out This Project  in PAL, one of the upcoming under construction housing societies in Surat. This society will have all basic facilities and amenities to suit homebuyers needs and requirements. possession in Mar, 2026.Read more",4751.0,137.0,6.0,13.0,Carpet,Area
"3 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",2362.0,New Property,Poss. by Jun '26,Unfurnished,East,"Check out this 3 bhk apartment for sale in sangini epitome, a popular residential project that houses inDemand flats in pal, surat. This residential flat is eastFacing direction. The flat is over 2362 sq.Ft. Super built up area and comes with 3 bedrooms, 3 bathrooms and 1 balcony. The flat has a total of 13 floors and this property is situated on 5th floor. Moreover, the flat is currently under construction and possession is expected by june 2026.Read more",4751.0,112.00000000000001,5.0,13.0,Super,Area
3 BHK Villa for Sale in Pal Surat,90.0,Furnished,Ready to Move,4,Unknown,"Step into luxury and comfort with this exquisite 3 BHK villa, an epitome of modern living, situated in the heart of Pal, Surat. A harmonious blend of style and functionality, this residence offers a lifestyle defined by spacious interiors, contemporary design, and unparalleled elegance.Property SpecificationsEmbrace the epitome of comfortable living in this meticulously designed property boasting a generous carpet area of 90 sq yards. Perfectly aligned with Vaastu principles and facing the promising east, this furnished residence is a haven of tranquility and style. The ground floor welcomes you with a well-appointed dining area, a modern kitchen, and a cozy living room, complemented by a bathroom featuring contemporary amenities. The first floor unveils two elegantly designed bedrooms, each accompanied by attached bathrooms exquisitely equipped with Western fixtures and geysers. Additionally, two balconies linked with the bedrooms offer a delightful view of the surroundings. Ascend to the second floor to discover a versatile room with an attached bathroom and an open terrace, providing a perfect space for relaxation and enjoyment. The property boasts a modular kitchen, piped gas connection, and a utility area seamlessly attached to the kitchen. The flooring, adorned with marble and vitrified tiles, adds a touch of sophistication to this residence, creating an ambiance that reflects modernity and warmth. Indulge in the luxury of every detail in this well-crafted home, where each space is thoughtfully designed to enhance your living experience.FacilitiesConvenience meets security with covered parking available, ensuring your vehicle's safety at all times. Moreover, rest assured with uninterrupted access to water, as this property offers a 24-hour water supply sourced from both borewell and corporation, catering to your daily needs effortlessly.LocalityConveniently located near LP Savani School, this property offers easy access to essential amenities within a 1-kilometer radius, including schools, hospitals, malls, and supermarkets. Public transportation is readily accessible, with buses and autos available nearby, ensuring seamless connectivity. Additionally, banks and ATMs are conveniently located in close proximity, providing added convenience for your daily needs.Read more",,111.00000000000001,,,Carpet,Area
3 BHK Apartment for Sale in Dumas Road Surat,1190.0,New Property,Poss. by Mar '25,Unfurnished,East,"Sample Flat Ready,Very Easy Payment Schedule Floor Height 10.6inchAll Luxurious Amenities In The CampusRead more",4667.0,101.0,9.0,12.0,Carpet,Area
3 BHK Apartment for Sale in Vesu Surat,1220.0,New Property,Ready to Move,Unfurnished,Unknown,100 persentage cheque paymentEarthquake Resistant Structural Design.  Vitrified Flooring In All Rooms.  Black Granite Kitchen Platform With Good Quality Kitchen   Sink And Tiles Up To Lintel Level.  Kota Stone Racks.  Salwood Frames Flush Door With Attractive Locks And   Hardware.  Powder Coated Aluminum Windows With Granite Sill.  Attractive Grill On All Windows.  All Walls With White Putty Finish.  Concealed Wiring With Superior Quality Accessories.  Good Quality C.P Fittings And Sanitary Wave.  All Toilets With Designer Glazed Tiles Up To Lintel Level.100 whiteRead more,5090.0,112.99999999999999,5.0,13.0,Carpet,Area
4 BHK Apartment for Sale in Pal Surat,1490.0,Unfurnished,Ready to Move,East,Unknown,4 BHK LUXURIOUS FLATS. The Gateway of Prosperity.,5451.0,139.0,,,Carpet,Area
4 BHK  House for Sale in Adajan Surat,2500.0,Resale,Ready to Move,Semi-Furnished,Unknown,"4 bhk row house for rent, It is a superb property and offers an excellent view. The flat is semi furnished with multiple amenities and promises a comfortable stay. Indeed, the society too has for enjoyment, such as security personnel etc, Other facilities include intercom facility and park etc.Read more",4600.0,114.99999999999999,2.0,,Super,Area
3 BHK Apartment for Sale in Palanpur Surat,2302.0,New Property,Poss. by Apr '25,Unfurnished,East,"Luxurious Flat For Sell In Surat Citys Prime Locality With All Aminities .All thing Nearest like Market , Transportation , School etc.Read more",4561.0,105.0,6.0,13.0,Super,Area
3 BHK Apartment for Sale in Dumas Road Surat,2600.0,New Property,Poss. by May '27,Unfurnished,East,"Avadh Group has launched a new project Avadh Onella  its located at Dumas, Surat. This project is spread over an area of 2.48 acres. There are around 354 units on offer.Read more",5000.0,130.0,4.0,12.0,Super,Area
4 BHK Apartment for Sale in Vesu Surat,2500.0,Resale,Ready to Move,3 Covered,Unknown,The Home features 4 bathroom and has 2 spacious balconies. This one is a 4 bed room apartment situated in Vesu. It has an area of 2500 Sq-ft. It lies on seventh floor from 12 floors in the tower and is well ventilated. Expected price of the Home is 1. 35 Cr. Read more,5400.0,135.0,7.0,12.0,Super,Area
3 BHK Apartment for Sale in Vesu Surat,2300.0,New Property,Poss. by Aug '25,Unfurnished,Unknown,3 bhk luxurius project in vesu near daimond bourse and vip road 2Read more,5500.0,126.0,5.0,13.0,Super,Area
3 BHK Apartment for Sale in Vesu Surat,1895.0,New Property,Ready to Move,Unfurnished,Unknown,3 BHK Luxurious Flat for Sell in Vesu Prime Location .,6332.0,120.0,9.0,12.0,Super,Area
3 BHK  House for Sale in New citylight Surat,800.0,Resale,Ready to Move,Unfurnished,Unknown,"This is a bungalow 96 yards of land with good varandah, and very peaceful society, a recommended place to live have your own terrace also.  22 feet x 43 feet size,  you are owininh your own house with landRead more",11500.0,114.99999999999999,2.0,,Carpet,Area
3 BHK Apartment for Sale in Ghod Dod Road Surat,1382.0,New Property,Poss. by May '25,Unfurnished,East,"3 BHK, Multistorey Apartment is available for Sale in Ghod Dod Road, Surat for 1.4 Crore(s)Read more",5900.0,148.0,4.0,6.0,Carpet,Area
Office Space for Sale in Citylight Area Surat,1156.0,Resale,Ready to Move,2 Open,Unknown,"Discover a prime opportunity with this office space for sale, nestled in the esteemed Citylight Area of Surat. Positioned for success, this property offers an ideal setting for diverse commercial ventures.Property SpecificationsSpanning a total super area of 1726 square feet, with a generous carpet area of 1156 square feet, this office space occupies the prestigious first floor of a three-story building. Featuring two distinct shops, measuring 590 square feet and 1136 square feet respectively, the property boasts versatility and ample space for customization. With one washroom, this semi-furnished gem offers convenience and functionality. Equipped with pre-installed AC points and adorned with sleek vitrified tile flooring, the ambiance exudes professionalism and modernity. Positioned advantageously facing the main road, it presents a captivating facade, ideal for drawing in clientele. Suited for a spectrum of commercial endeavors, from offices to coaching classes and gyms, its adaptability knows no bounds. Moreover, its vaastu compliance ensures harmony and prosperity, while abundant natural light and ventilation foster a welcoming atmosphere.FacilitiesConvenience is paramount, with common open parking ensuring hassle-free arrivals for staff and visitors alike. The property benefits from round-the-clock water supply, guaranteeing uninterrupted operations. Further enhancing security measures, CCTV surveillance is discreetly integrated, providing peace of mind to occupants.LocalitySituated within a bustling neighbourhood, essential amenities are plenty closeby. With clinics conveniently located within the building and hospitals mere steps away, medical needs are readily addressed. Retail therapy is at hand, with malls a mere 120 meters distant, offering a plethora of shopping and dining options. Banking services and ATMs are in close proximity, facilitating seamless financial transactions. Accessibility is hassle-free, with public transport readily available, ensuring connectivity across the city. For those traveling further afield, the railway station lies a mere 7.5 kms away, while the airport is conveniently situated 5 to 6 kms distant, making business travel effortless.Read more",6000.0,103.0,1.0,3.0,Carpet,Area
4 BHK Apartment for Sale in Godadara Surat,3150.0,Resale,Ready to Move,Unfurnished,East,main road buliding godadara area top building near midas square,4222.0,133.0,7.0,13.0,Super,Area
4 BHK Villa for Sale in Adajan Surat,194.0,Semi-Furnished,Ready to Move,East,Unknown,Villa is available for sale. It is a good location property. Please contact for more details.Read more,6873.0,120.0,,,Super,Area
3 BHK Apartment for Sale in Pal Surat,2061.0,New Property,Poss. by Mar '25,Unfurnished,East,"3 BHK, Multistorey Apartment is available for Sale in Pal, Surat for 1.3 Crore(s)Read more",4998.0,103.0,8.0,13.0,Super,Area
Office Space for Sale in Vesu Surat,1020.0,New Property,Poss. by Nov '25,2 Open,Unknown,"Premium Offices  Showrooms Double Height, Open Terrace  Deck Offices. Double Height Owners Lounge 3 Level Basement Parking Conference Room EV Charging Stations Solar Panel System 100 Power Backup For Each UnitRead more",6961.0,142.0,3.0,11.0,Carpet,Area
3 BHK Apartment for Sale in Pal Surat,2302.0,New Property,Poss. by Sep '26,Unfurnished,East,"3 BHK, Multistorey Apartment is available for Sale in Pal, Surat for 1.1 Crore(s)Read more",5126.0,118.0,18.0,21.0,Super,Area
3 BHK Apartment for Sale in Vesu Surat,1260.0,New Property,Ready to Move,Unfurnished,East,Road side flat,5400.0,124.0,4.0,13.0,Carpet,Area
3 BHK Apartment for Sale in Pal Surat,2492.0,New Property,Poss. by Jan '26,Unfurnished,East,3 bhk under construction possession in January 2026booking is open near baghban circle palwith all modern amenities  for visit and more information please call us NO BROKRAGERead more,4936.0,123.0,10.0,13.0,Super,Area
3 BHK Apartment for Sale in Piplod Surat,2160.0,Resale,Ready to Move,Unfurnished,North,Veerbhadra Hights,5454.0,117.0,3.0,13.0,Super,Area
3 BHK Apartment for Sale in Pal Surat,2490.0,New Property,Poss. by Feb '25,Unfurnished,East,Luxurious Flat For Sell In Surat Prime Location With All Aminities.Read more,4300.0,107.0,5.0,13.0,Super,Area
3 BHK  House for Sale in Jahangir Pura Surat,89.0,Resale,Ready to Move,Furnished,East,"Residential house is available for sale. It has carpet area 89 sq-yard, it is 3 BHK house, has total 3 floor facing East direction.Read more",,105.0,3.0,3.0,Carpet,Area
3 BHK  House for Sale in Adajan Surat,80.0,Resale,Ready to Move,Unfurnished,East,"Embrace the charm of comfortable living with this inviting 3 BHK residential house for sale in Adajan, Surat. Offering a carpet area of 720 sqft across G 2 floors, this home is an ideal haven for those seeking the perfect blend of space, aesthetics, and functionality. Property specifications and facilities Nestled in the auspicious realms of Vaastu compliance and facing the harmonious East-West direction, the semi-furnished abode comes adorned with essential amenities, including wardrobes, fans, lights, and beds. The ground floor encompasses 1 bedroom, 1 bathroom common, western, with geyser, a separate living and dining area, and a normal kitchen with a piped gas connection and utility. The first floor introduces 2 bedrooms, 2 bathrooms both attached, 1 Indian, 1 western, and a balcony attached to one bedroom, offering captivating views of the surroundings. Ascend to the second floor to discover an additional common room and two open terraces, perfect for leisure and relaxation. Internal staircases seamlessly connect these well-planned floors. Marvel at the marble flooring that adds a touch of elegance to the interiors. Covered parking ensures your vehicles are secure and sheltered. The convenience of 24-hour water supply from the Corporation further enhances the quality of living.Read more",,101.0,1.0,2.0,Carpet,Area
4 BHK  House for Sale in Adajan Surat,2200.0,Resale,Ready to Move,Semi-Furnished,North,"Its a 3 Side Open 4 BHK Row House, Located In Prime Area Of Adajan, Honey Park Road.Read more",11574.0,125.0,1.0,2.0,Carpet,Area
3 BHK Apartment for Sale in Nova Shikharji Surat,1320.0,Resale,Poss. by Feb '25,Unfurnished,Unknown,Luxurious 3 Bhk Flat For Sell In Vesu,5130.0,123.0,10.0,13.0,Carpet,Area
3 BHK Apartment for Sale in Althan Surat,1265.0,New Property,Poss. by Jan '26,Unfurnished,Unknown,"The Spinoza Encalve is a prestigious residential address for a select clientele due to its status as a landmark structure in Althan, Surat. Those who want to get the most out of their lives will find that this location, which is in close proximity to a number of amenities and marketplaces, is great for them.Read more",4565.0,105.0,5.0,14.0,Carpet,Area
5 BHK  House for Sale in Jahangir Pura Surat,3400.0,Semi-Furnished,Ready to Move,North - East,Unknown,new property,15152.0,150.0,,,Carpet,Area
3 BHK Apartment for Sale in Parley Point Surat,1600.0,Resale,Ready to Move,Furnished,East,"Property is available in prime location. Road Touch property. All basic requirement like Market, Malls, Schools, Hospitals, Airport, Cinemas etc, are available near by the project. This will become your right choice.Read more",5833.0,140.0,3.0,12.0,Carpet,Area
5 BHK Villa for Sale in Jahangir Pura Surat,2800.0,Unfurnished,Ready to Move,5,Unknown,"5 BHK, Villa is available for Sale in Jahangir Pura, Surat for 1.2 Crore(s)Read more",4286.0,120.0,,,Super,Area
3 BHK  House for Sale in Jahangir Pura Surat,1540.0,Resale,Ready to Move,Unfurnished,East,build a spacious bunglow with 28x55 1540 sqft carpet land area,6818.0,126.0,1.0,,Carpet,Area
3 BHK  House for Sale in Tadwadi Surat,1400.0,Resale,Ready to Move,Furnished,Unknown,"3 BHK, Residential House is available for Sale in Tadwadi, Surat for 1.5 Crore(s)Read more",8671.0,150.0,1.0,,Carpet,Area
4 BHK Penthouse for Sale in VIP Road Surat,3150.0,Resale,Ready to Move,Semi-Furnished,Unknown,"4 BHK, Penthouse is available for Sale in VIP Road, Surat for 1.5 Crore(s)Read more",4762.0,150.0,11.0,12.0,Super,Area
Shop for Sale in Bhatar Surat,650.0,Resale,Ready to Move,1 Open,Unknown,"Commercial Shop is available for Sale in Bhatar, Surat for 1.2 Crore(s)Read more",17857.0,125.0,1.0,1.0,Carpet,Area
Plot/Land for Sale in Sarsana Surat,1413.0,2,Freehold,6 m,Unknown,"Superb location, great for residential purposes. A residential plot available in Sarsana, Surat available for immediate sale. This opportunity for investment should not be missed. Buy now to get maximum returns in future. Please contact immediately for more information. Read more",10521.0,149.0,,,Plot,Area
Shop for Sale in Ring Road Surat,850.0,Resale,Ready to Move,Unknown,Unknown,"The Building in RCC Frame is constructed in very high strength ways. Its a Five adjoining shops are combined into a single unit. Double Height 13.3 ft is divided into two levels by the provision of an intermediate loft on girders. Shop Level Height 7.9 ft. has ceramic tiles flooring. POP false ceiling, laminate-finish wall paneling and rolling shutters   glass panel at entrance. Common entrance is provided through glass panel   door from shop. Loft level height 5.6 ft.  has godown with oil-painted walls. Wooden steps are provided to storage loft from last shop. Rear wall has wooden framed windows and provided with safety grills. Electrical wiring is concealed at shop level and surface conduit type at loft level. Most Importantly, Immediate Rent will be Provided to the New Buyer.Read more",17647.0,150.0,6.0,,Carpet,Area
